datetime,title,link,house_type,price,acreage,address,district,city,bedrooms,wc,house_direction,balcony_direction,description,price 2,price 3,wc 2,bedrooms 2,floors,floors 2,property age,latitude,longitude,hospital,supermarket,school,park,hospital_distance,supermarket_distance,school_distance,park_distance
2022-12-31 06:33:16,"BÁN NHÀ 2 TẦNG HXH LÊ VĂN THỌ, 70M, NGANG 5M, CHỈ 5 TỶ 1 TL",https://batdongsan.vn/ban-nha-2-tang-hxh-le-van-tho-70m-ngang-5m-chi-5-ty-1-tl-r258102,Nhà riêng,5.1,70.0,"Lê Văn Thọ, P9, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,3.0,,,"Cần bán gấp nhà Lê Văn Thọ, 70m, HXH, Giá đang rất tốt

- Nhà 1 trệt 1 lầu, diện tích 60m, nhà có thể ở, hoặc cho thuê hoặc xây mới đều được
- Đường 6m  xe hơi oto sạch đẹp
- Xung quanh khu vực sầm uất kinh điển
- Hẻm 6m, xe hơi quay đầu
-Sổ vuông vức như tờ A4
- Giá 5 tỷ 1 còn thương lượng

Gọi ngay cho Huỳnh Liêng để được xem nhà miễn phí.",5.1,5.1,,,2.0,2.0,163,10.8440568,106.6403038,False,False,True,False,2434.584050781077,0.0,114.37533151071365,0.0
2022-12-31 08:30:19,P Lô mới ở luôn gần QUANG TRUNG 50m dt 30m2*3T chỉ 2.48 tỷ 0343040888,https://batdongsan.vn/p-lo-moi-o-luon-gan-quang-trung-50m-dt-30m23t-chi-248-ty-0343040888-r258100,Nhà riêng,48.0343040888,,"Hà Đông, Hà Nội",Hà Đông,Hà Nội,,,,,"- Toạ ngay Phố Quang Trung Quận Hà Đông tiện ích không thiếu gì
- Nhà 3 tầng mới đẹp kiên cố, hiện đại sang trọng, 50 m ra Quang Trung 
- Vị trí gần bến xe trường học chợ, siêu thị, bể bơi, bãi ô tô, ngập tràn tiện ích
- Quang Trung là con phố lâu đời và là trục đường thông các ngả như Lê Trọng Tấn,Nguyễn Văn Trỗi, Nguyễn Trãi, Phùng Hưng, Trần Phú, Lê Văn Lương, Lê Lợi, Bà Triệu, Ngô Thị Nhậm, Ngô Quyền ...
-  Sổ đỏ vuông đẹp, chính chủ công chứng trong ngày
- Gọi ngay cho tôi Mr Hải 0343040888
- Lưu ý không tiếp môi giới
- Cam kết thông tin chính xác 100% 
Nguồn hàng phong phú sẵn sàng đáp ứng mọi yêu cầu
#nhahanoi, #nhapho, #nhaphohanoi, #datnenhanoi, #nhadathanoi, #nhadatthanhxuan, #nhathanhxuan, #nhatruongchinh, #nhadongda, #nhabadinh, #nhaphobadinh, #nhaphohadong, #bannhahanoi, #bannhahadong, #nhahadong, #dathadong, #bannhahadong, #datnenhadong, #nhadongda, #bannhabadinh, #bannhacaugiay, #bannhthanhxuan, #nhathanhxuan, #nhaphohadong, #nhahoangmai, #nhatayho, #bannhatayho, #bannhabadinh, #bannhadongda, #bannhavanquan, #bannhamolao, #bannhaquangtrung, #bannhavanphuc, #bannhatranphu, #bannhalakhe, #bannhanguyentrai, #bannhayetkieu, #bannhavanphu, #bannhavanquan, #bannhahacau, #bannhaduongnoi, #bannhaphuluong, #bannhaphula, #bannhavanmo, #bannhhacau, #bannhavankhe, #kienhung, #vanKhe, #yennghia, #phulam, #biengiang, #dongmai",48.0343040888,,,,3.0,,163,20.9702189,105.7749566,True,True,True,True,148.578595588647,1124.224010804843,362.8179356785058,1876.0890545953205
2022-12-31 09:20:03,"TÌM ĐÂU RE CĂN THỨ HAI, RẺ NHẤT KHU VỰC, 2 TẦNG 3PN CÓ DÒNG TIỀN 10TR THÁNG, THANH KHÊ.",https://batdongsan.vn/tim-dau-re-can-thu-hai-re-nhat-khu-vuc-2-tang-3pn-co-dong-tien-10tr-thang-thanh-khe-r258096,Nhà mặt phố,5.6,90.0,"Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng,,,,,"CẦN TIỀN MỞ RỘNG KINH DOANH, TÌM CHỦ MỚI GẤP CĂN NHÀ ĐẸP. 
✅️ Xung quanh là các biệt thự, quán ăn , Công viên 
✅️ DT ; 90m2 .
     Đường 7.5m vỉa hè 4m.
✅️ Khu vực có mật độ dân cư sinh sông cao nhất, Thanh Khê. 
Giá giảm còn 5,x tỷ thương lượng. 
PHONE ; 0981326539 gặp chủ xem nhà.",0.01,5.0,,,2.0,2.0,163,16.071795950000002,108.20920548707868,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-31 09:56:01,ĐXMT & ACCOR RA MẮT SIÊU ĐÔ THỊ DU LỊCH QUỐC TẾ REGAL LEGEND - QUẢNG BÌNH,https://batdongsan.vn/dxmt-accor-ra-mat-sieu-do-thi-du-lich-quoc-te-regal-legend-quang-binh-r258095,Nhà riêng,4.0,,"Đồng Hới, Quảng Bình",Đồng Hới,Quảng Bình,,,,,"- Lần đầu tiên Tập đoàn Đất Xanh Miền Trung và Tập đoàn Accor trình làng siêu dự án 3 trong 1 mang tên Regal Legend Quảng Bình.
- Vị trí kim cương: Nằm ngay đại lộ Võ Nguyên Giáp 60m Bảo Ninh. Tuyến đường biển đắt giá nhất tỉnh Quảng Bình. Đối diện cầu Nhật Lệ 2, 100m tới bãi tắm Bảo Ninh. 10 phút tới sân bay Đồng Hới.

3 Trong 1.
* Thương mại.
* Du lịch.
* Nghỉ dưỡng.
- Đầu tư ban đầu 4 TỶ.
- Ngân hàng cho vay 70% giá bán (Vietcombank, Vietinbank, TP Bank).
- Hỗ trợ lãi suất 0%, ân hạn nợ gốc 2 năm.
- Được chuyển nhượng hợp đồng khi đóng đủ 15% giá sản phẩm.
- Thiết kế thi công hoàn thiện đồng bộ đẳng cấp 5 sao.
- Vật liệu 100% theo chuẩn cao cấp nhập khẩu châu Âu.
- Chất lượng công trình cấp đặc biệt trường tồn theo thời gian 100 - 200 năm.

Sản phẩm độc bản - kiến trúc đỉnh cao:
- 239 căn Boutique Hotels thuộc tuyến phố đi bộ đêm.
- 40 căn Boutique Villa thuộc tuyến phố đi bộ đêm.
- 38 căn Boutique Lake Villa độc bản thuộc chuỗi tiện ích mặt hồ.
- 2600 căn hộ hàng hiệu mang thương hiệu Novotel.

- Liên hệ chi tiết về giá & chính sách: 0935 462 848
Tuấn Dũng - Quản lý kinh doanh - Đất xanh miền trung",4.0,4.0,,,,,163,17.4659566,106.5984715,True,True,True,True,971.7571987166855,281.31462938411494,3019.2011693647755,624.457090095996
2022-12-31 09:57:36,"THANH TOÁN 3,5 TỶ SỞ HỮU NGAY HOTEL MẶT BIỂN BẢO NINH",https://batdongsan.vn/thanh-toan-35-ty-so-huu-ngay-hotel-mat-bien-bao-ninh-r258093,Nhà mặt phố,3.5,,"Đồng Hới, Quảng Bình",Đồng Hới,Quảng Bình,20.0,,,,"* Chỉ cần thanh toán 3,5 tỷ sở hữu ngay shophouse 5 Tầng view 2 mặt tiền sổ đỏ lâu dài phố đêm Regal Legend mặt biển Bảo Ninh trung tâm thành phố Đồng Hới, Quảng Bình.
-------------
* Thông tin nổi bật.
- Chỉ cần thanh toán 4 tỷ là sở hữu ngay.
- Số tiền còn lại 2 năm sau mới thanh toán.
- Ngân hàng hỗ trợ 70%, ân hạn gốc lãi 0%/2năm.
- Hỗ trợ thanh toán dàn trải lên tới 24 tháng.
- Tặng chiết khấu siêu cao 13,5% Giá trị sản phẩm.
- Pháp lý: Sổ đỏ lâu dài vĩnh viển.
-----------------
* Thông tin chung.
- Diện tích đất: 120 - 165m2.
- Quy hoạch đường nhựa: 20 - 60m view biển.
- Nhận bàn giao nhà 2 mặt tiền 5 - 6 tầng.
- Công năng ngôi nhà: 12 - 20 phòng ngủ.
- Bàn giao nhà full hoàn thiện chi tiết cao cấp.
- Đơn vị quản lý vận hành: Accor.
- An ninh 2 lớp đảm bảo 24/24 phố đêm, phố đi bộ.
- Phù hợp mua để ở kết hợp với kinh doanh như: Khách sạn, nhà hàng, Cafe, Spa...
-----------------------
* Hiện tại e đang có 2 suất ưu đãi mặt tiền biển giá nội bộ chủ đầu tư, quý anh chị quan tâm liên hệ em Sớm nhé.
hotline: 0935 462 848 - Tuấn Dũng
Quản lý kinh doanh - Đất xanh miền trung",3.5,4.0,,20.0,5.0,,163,17.4659566,106.5984715,True,True,True,True,971.7571987166855,281.31462938411494,3019.2011693647755,624.457090095996
2022-12-31 10:41:03,MUA NHÀ ĐÓN TẾT _ ƯU ĐÃI CHO NHỮNG NGÀY CẬN TẾT.,https://batdongsan.vn/mua-nha-don-tet-uu-dai-cho-nhung-ngay-can-tet-r258086,Nhà mặt phố,1.4,90.0,"QUỐC LỘ 1A, TT CÁI TẮC, CHÂU THÀNH A, HẬU GIANG, -Dự án-",Châu Thành A,Hậu Giang,2.0,2.0,Tây-Bắc,Tây-Bắc,"Giảm giá sâu cho khách hàng khi mua nhà và nhiều ưu đãi khác.
Về ưu đãi:
.Tặng 1,2 lượng vàng, xe máy SH 150
.Hỗ trợ Ngân hàng trả góp hàng tháng.
.Ngân hàng cho vay 70%.
Về sản phẩm:
_ Vị trí độc tôn: Quốc Lộ 1A, cách chợ Cái Tắc 1km.
_Kết cấu: 1 trệt 1 lầu ( 2 phòng ngủ, 2 nhà vệ sinh, 1 phòng khách, 1 bếp, 1 kho, ban công, sân trước, sân sau)
_Diện tích: 90m2.
_Lộ giới: 12m vỉa hè 3m.
_Sổ Hồng hoàn công từng căn.
_Hơn 30 tiện ích xung quang bao gồm chợ Cái Tắc, chợ Long Thạnh, bệnh viện, trường học các cấp, các khu công nghiệp, công ty, xí nghiệp...
GIÁ: 1,4 tỷ.
Liên hệ: 0357 400 743 để được trao đổi trực tiếp.",1.4,1.4,2.0,2.0,2.0,,162,9.93014655,105.64014022638986,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-31 10:45:18,BÁN NHÀ 1/ĐƯỜNG QL1A BÌNH TÂN  GIÁ 6 TỶ,https://batdongsan.vn/ban-nha-1duong-ql1a-binh-tan-gia-6-ty-r258084,Nhà mặt phố,6.0,75.0,"Đường 3, Phường Bình Hưng Hòa A, Quận Bình Tân, TP. HCM, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,4.0,4.0,,,"-  Nhà đẹp 3 lầu diện tích 75m2, 4 phòng ngủ 4 toilets. Nhà mới dọn vào ở ngay, 1 bước ra tới đường QL1A   -  Đường trước đất hẻm 2 xe oto vi vu  
- thuận lợi mua bán kinh doanh,  
-  nhà sổ sẵn, pháp lý sạch. Thích  hợp đầu tư dòng tiền, vị trí xung quanh bán kính trong 5 phút đi đến các tiện ích. Giao thông thuận tiện. 
LH:   Tuyết Minh 0375057868 để được tư vấn miễn phí. Xem nhà gặp chủ thương lượng.",6.0,,4.0,4.0,4.0,,162,10.7815061,106.6015336,False,False,False,False,1892.6075904612887,2055.9238287666053,2245.510002997259,1379.6667738237795
2022-12-31 11:08:08,"Ngôi nhà ấm cứng, tổ ấm đong đầy yêu thương tại KĐT Belhomes - Từ Sơn, ngay sát Ninh Hiệp",https://batdongsan.vn/ngoi-nha-am-cung-to-am-dong-day-yeu-thuong-tai-kdt-belhomes-tu-son-ngay-sat-ninh-hiep-r258083,Nhà riêng,4570.0,75.0,"Xã Phù Chẩn, Thị xã Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh,3.0,3.0,Nam,Nam,"Chủ nhà sắp tới sang nước ngoài định cư với con cần bán nhanh căn nhà 3 tầng tại Belhomes Từ Sơn, nhà hoàn thiện full nôi thất nhà mới giá tốt.
Bạn chỉ cần mang vali đến và ở.

-Nhà 3 tầng với diện tích sử dụng 129m² gồm 3 phòng ngủ, 3 wc, đầy đủ nội thất sang trọng hiện đại phù hợp với gia đình nhỏ
- Nhà hướng Nam ấm áp mùa đông thoáng mát mùa hè, gần đường lớn DT179 và đường Hữu Nghị 56m, có bot bảo vệ bảo vệ an ninh 24/7 an toàn tuyệt đối.
- Đã có sổ hồng lâu dài ( sổ đất ở khu đô thị ) .
- Môi trường sống xanh bên cạnh những người hàng xóm vui vẻ, tri thức cao, văn minh.
- Tiện ích đầy đủ : minimart, salon tóc, cafe, nhà hàng, .....

Liên hệ em Xuân 0869 142 192 - Mail: nttx06022001@gmail.com chuyên viên tư vấn CĐT để được sở hữu ngôi nhà 1 cách nhanh chóng",,,3.0,3.0,3.0,,162,21.113309,105.9568611,True,False,True,False,778.4434643781012,0.0,156.95048670289668,0.0
2022-12-31 13:15:57,"Ở luôn ô tô đỗ cửa gần Quang Trung dt 30m2*4T chỉ 2,72 tỷ 0343040888",https://batdongsan.vn/o-luon-o-to-do-cua-gan-quang-trung-dt-30m24t-chi-272-ty-0343040888-r258078,Nhà riêng,72.0343040888,,"Hà Đông, Hà Nội",Hà Đông,Hà Nội,2.0,,,,"- Toạ ngay 1008 Phố Quang Trung Quận Hà Đông tiện ích không thiếu gì, rất thích hợp cho gia đình
- Nhà 4 tầng mới đẹp kiên cố, hiện đại sang trọng với 2 phòng ngủ, vài bước ra Quang Trung 
- Vị trí gần bến xe, trường tiểu học Lê Trọng Tấn, chợ, siêu thị, bể bơi, bãi ô tô, ngập tràn tiện ích
- Quang Trung là con phố lâu đời và là trục đường thông các ngả như Lê Trọng Tấn, Nguyễn Trãi, Phùng Hưng, Trần Phú, Lê Văn Lương, Lê Lợi, Bà Triệu, Ngô Thị Nhậm, Ngô Quyền ...
-  Sổ đỏ vuông đẹp, nở hậu, chính chủ công chứng trong ngày
- Gọi ngay cho tôi Mr Hải 0343040888
- Lưu ý không tiếp môi giới
- Cam kết thông tin chính xác 100% 
Nguồn hàng phong phú sẵn sàng đáp ứng mọi yêu cầu
#nhahanoi, #nhapho, #nhaphohanoi, #datnenhanoi, #nhadathanoi, #nhadatthanhxuan, #nhathanhxuan, #nhatruongchinh, #nhadongda, #nhabadinh, #nhaphobadinh, #nhaphohadong, #bannhahanoi, #bannhahadong, #nhahadong, #dathadong, #bannhahadong, #datnenhadong, #nhadongda, #bannhabadinh, #bannhacaugiay, #bannhthanhxuan, #nhathanhxuan, #nhaphohadong, #nhahoangmai, #nhatayho, #bannhatayho, #bannhabadinh, #bannhadongda, #bannhavanquan, #bannhamolao, #bannhaquangtrung, #bannhavanphuc, #bannhatranphu, #bannhalakhe, #bannhanguyentrai, #bannhayetkieu, #bannhavanphu, #bannhavanquan, #bannhahacau, #bannhaduongnoi, #bannhaphuluong, #bannhaphula, #bannhavanmo, #bannhhacau, #bannhavankhe, #kienhung, #vanKhe, #yennghia, #phulam, #biengiang, #dongmai",72.0343040888,,,2.0,4.0,,162,20.9702189,105.7749566,True,True,True,True,148.578595588647,1124.224010804843,362.8179356785058,1876.0890545953205
2022-12-31 13:45:14,Mặt phố đón tết thì gì bằng 40m*2T Bùi Ngọc Dương 4 tỷ,https://batdongsan.vn/mat-pho-don-tet-thi-gi-bang-40m2t-bui-ngoc-duong-4-ty-r258076,Nhà mặt phố,4.0,40.0,"Hà Nội, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội,,2.0,,,"Tự tin khắp Hà Nội không mua được căn nhà thứ 2 vừa ở vừa kinh doanh cực đỉnh
Dịch bệnh căng thẳng chủ nhà đã  mua nhà mới trên phố cần tiền muốn thanh khoản nhanh căn này để xoay vốn. Tầm tài chính này mà có nhà Mặt Phố quả là không tìm đâu ra căn thứ 2 cơ hội chỉ có 1
+ Vị trí không thể đẹp hơn MẬT PHỐ Bùi Ngọc DƯơng khu trung tâm quận Hai Bà Trưng
Nhà nằm ở vị trí trung tâm có vỉa hè, trước cửa nhà ô tô tránh nhau phi vèo vèo, khu vực nhiều cơ quan hành chính đông đúc tấp nập, gần các trường cấp 1,2,3 đủ cả sát sườn Bách Khoa, Xây Dựn , Kinh Tế Quốc Dân ,….. vài phút là ra các Bệnh Viện lớn như Bạch Mai , Thanh Nhà , Lưu lượng người qua nhà tấp nập kinh doanh đỉnh của đỉnh chả đâu bằng

Giá chỉ 4 tỷ chủ nhà cực kỳ thiện trí, có gia lộc cho khách mua hữu duyên.

Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).
Lưu ý:
-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu
- Không kênh giá chủ nhà
- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý",4.0,100.0,,,,,162,21.012198,105.8552245,True,True,True,True,519.1203117552044,540.5417412824506,176.1434695318982,975.9810482580648
2022-12-31 14:04:15,"Cuối năm chính chủ cần bán Nhà full nội thất cao cấp đường số 1, P.13, Gò Vấp, SHR, 6ty120",https://batdongsan.vn/cuoi-nam-chinh-chu-can-ban-nha-full-noi-that-cao-cap-duong-so-1-p13-go-vap-shr-6ty120-r258075,Nhà riêng,6.12,43.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,3.0,3.0,Đông-Nam,,"Diện tích: 4.7 x 9m, nở hậu 4.9m (phong thuỷ tốt)
Kết cấu 1 trệt, 1 lủng, 2 lầu + sân thượng
Gồm 1 phòng khách, bếp, phòng ăn, 3 phòng ngủ, 3 nhà vệ sinh (có vòi tắm massage cao cấp)
Khu vực đường rộng, 2 xe tải tránh nhau
Trục đường Lê Đức Thọ, tiện di chuyển Phạm Văn Chiêu – Thống Nhất
Khu dân trí cao, nhà lầu đồng bộ. Kiến trúc tân cổ điển – thoáng mát sang trọng.
Nhà hướng Đông. Hai lớp cửa cuốn
Đầy đủ tiện nghi – nội thất gỗ cao cấp, tặng kèm nội thất có sẵn như hình
Hệ thống nước nóng năng lượng mặt trời, internet đường truyền mới tốc độ cao…
Pháp lý sổ hồng riêng, hoàn công đầy đủ
Cam kết thông tin thật 100%
Liên hệ xem nhà : 0904107469 ( Quỳnh)",6.12,,3.0,3.0,3.0,,162,10.8440568,106.6403038,False,False,True,False,2434.584050781077,0.0,114.37533151071365,0.0
2022-12-31 14:06:35,"Bán nhà gần ngã tư PN hẻm đường Nguyễn Trọng Tuyển, quận Phú Nhuận,SHR, giá 5tỷ9",https://batdongsan.vn/ban-nha-gan-nga-tu-pn-hem-duong-nguyen-trong-tuyen-quan-phu-nhuanshr-gia-5ty9-r258073,Nhà riêng,5.9,43.0,"Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,4.0,3.0,,,"Bán nhà gần ngã tư PN hẻm đường Nguyễn Trọng Tuyển, quận Phú Nhuận,SHR, giá 5tỷ9
Diện tích: 3.6 x 12m.  Nở Hậu: 4m1 (DTCN: 54m2)
Kết cấu: 1 trệt 2 lầu
Gồm 1 phòng khách, 4 phòng ngủ, 3 nhà vệ sinh
Nhà hướng Đông Nam, Cách ngã tư Trần Huy Liệu – Nguyễn Trọng Tuyển 150m
Tiện ích xung quanh có nhiều bệnh viện (BV Phú Nhuận, BV SG Ito, BV Y học Dân tộc), trường học,….
Gần nhiều shop thời trang, khu ăn uống
Thuận tiện di chuyển ra Ngã tư Phú Nhuận, sân bay Tân Sơn Nhất, Q1, Q3, Q.Tân Bình
Pháp lý sổ hồng riêng, hoàn công đầy đủ
Liên hệ  Kim Liên xem nhà 0968186764",5.9,5.9,3.0,4.0,3.0,,162,10.8010732,106.6798916250364,False,True,True,True,1525.3209981539421,869.0161116234713,835.4831296481807,1202.8554520791997
2022-12-31 14:20:21,"Shophouse mặt tiền Tô ngọc Vân, liền kề Gò Vấp, vừa ở vừa kinh doanh thu lợi nhuận cao",https://batdongsan.vn/shophouse-mat-tien-to-ngoc-van-lien-ke-go-vap-vua-o-vua-kinh-doanh-thu-loi-nhuan-cao-r258072,Nhà mặt phố,5.0,222.0,"Tô Ngọc Vân, Quận 12, TP Hồ Chí Minh",Quận 12,TP Hồ Chí Minh,5.0,6.0,,,"Thiết kế xây dựng 1 Trệt + 3 Lầu + Sân thượng. Gồm 4 Phòng ngủ, 5WC, 1 Phòng đa chức năng (Phòng thờ, Phòng làm việc), các phòng đều có ban công.

Hạ tầng hoàn thiện. Khu dân cư an ninh, cây xanh, điện âm, đèn đường năng lượng, nước máy.

Ngay mặt tiền đường Tô Ngọc Vân, sát Quốc lộ 1A, nên di chuyển về Gò Vấp nhanh chóng và thuận tiện. Vị trí đắc địa, tiện kinh doanh, buôn bán, tiệm vàng, phòng mạch, cho thuê văn phòng.

Sổ hồng hoàn công, công chứng sang tên được ngay. Đặc biệt còn có ngân hàng hỗ trợ lãi suất ưu đãi, trả góp lên đến 35 năm (nếu cần).

Nhà đã hoàn thiện, mặt tiền Tô Ngọc Vân chỉ có 5 căn. Liên hệ để đi xem thực tế và chọn căn đẹp: 0942264336 Mr. Tuấn.",,,5.0,4.0,4.0,,162,10.8591955,106.6677224,False,False,True,False,1693.3757260517261,2232.201258386229,1239.373006346842,2311.0679434404756
2022-12-31 15:05:54,"Bán gấp. Phạm Văn Chiêu P9 Gò Vấp, 42m2, 2 tầng, hẻm 3.5m, chỉ 4.8 tỷ",https://batdongsan.vn/ban-gap-pham-van-chieu-p9-go-vap-42m2-2-tang-hem-35m-chi-48-ty-r258071,Nhà riêng,4.8,42.0,"Phạm Văn Chiêu, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,3.0,,,"MS 30122
* Vị trí: nhà tọa lạc trên đường Phạm Văn Chiêu, Phường 9, Gò Vấp. Vài bước chân đã ra đường lớn.
* Diện tích 42m2, ngang 4m, dài 11m.
- Nhà kết cấu: 1 trệt 1 lầu BTCT, 2 phòng ngủ, 3WC, ban công, giếng trời.
- Nhà đang cho thuê 10 triệu/tháng
• Hẻm nhựa 3.5m, sạch sẽ, an ninh.
• Sổ vuông vức, hoàn công đủ.",4.8,0.01,3.0,2.0,2.0,2.0,162,10.8502172,106.6595954,False,False,False,False,0.0,0.0,490.30327062873056,0.0
2022-12-31 15:23:19,"Nhà mới ở ngay 3 tầng, 4 Phòng ngủ, HXH, 34m2. Đường 18B, Bình Tân. Chỉ 3 tỷ 200tr",https://batdongsan.vn/nha-moi-o-ngay-3-tang-4-phong-ngu-hxh-34m2-duong-18b-binh-tan-chi-3-ty-200tr-r258070,Nhà riêng,3.2,34.0,"Đường số 18B, Bình Tân, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,4.0,,,,"Nhà mới ở ngay 3 tầng, 4 Phòng ngủ, HXH, 34m2. Đường 18B, Bình Tân. Chỉ 3 tỷ 200tr
✅ DT 4.25x8, nhà 3 tầng, 4 phòng ngủ, khách bếp rộng rãi, ban công cửa sổ thoáng mát, nhà mới ở ngay.
✅ Hẻm ô tô vào nhà, sạch đẹp, thoáng mát, 50m ra mặt tiền đường, khu an ninh, tiện ích xung quanh không thiếu thứ gì.
✅ 100m đến Mã Lò, gần Lê Văn Qưới, Miếu Gò Xoài, 800m đến QL1A, 10 phút qua Tân Phú. 
✅  Sổ hồng riêng, công nhận đủ diện tích,nở hậu tài lộc, hoàn công đầy đủ, công chứng nhanh
☎️????Xem nhà miễn phí liên hệ em Mai Hoa SĐT hoặc Zalo 0707461661 để được tư vấn và gặp chủ thương lượng",3.2,3.2,,4.0,3.0,3.0,162,10.6644012,106.572144,False,False,True,False,4988.30910371462,5092.391187904725,3517.481133726866,4894.987011629562
2022-12-31 15:41:34,"Nhà 3 tầng ô tô vào trong. Sát mặt tiền, gần sân bay chỉ 8.9 tỷ",https://batdongsan.vn/nha-3-tang-o-to-vao-trong-sat-mat-tien-gan-san-bay-chi-89-ty-r258069,Nhà riêng,8.9,54.0,"Hoàng Văn Thụ, P.2, Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,3.0,4.0,,,"Nhà ở vị trí trung tâm, kinh doanh đa ngành, nhiều văn phòng công ty, Khách sạn, Spa.. Nhà mới đẹp, thiết kế hiện đại 3 tầng kiên cố. Gồm 3 phòng ngủ rộng, ban công từng tầng. Tiện ích xung quanh không thiếu gì.
    Nhà nở hậu, cách mặt tiền Hoàng Văn Thụ 20m. Hẻm sạch thoáng xe hơi vào thẳng nhà. Khu trung tâm, ra sân bay chỉ 2 phút. Nhà sổ chính chủ, pháp lý chuẩn, công chứng nhanh. Liên hệ anh Võ: 0905 07 72 80. Không tiếp trung gian.",8.9,,,3.0,3.0,3.0,162,10.8000937,106.6606638,True,True,True,True,1209.6427097123017,550.1944796640694,954.6583418042868,402.89366425176433
2022-12-30 16:07:41,"CHỦ XOẮN BÁN GẤP TRONG TẾT, GIÁ SẬP HẦM, 2 TẦNG , NỐI SÂN BAY CẦU RỒNG, THÔNG BÃI TẮM MỸ KHÊ, SƠN TRÀ",https://batdongsan.vn/chu-xoan-ban-gap-trong-tet-gia-sap-ham-2-tang-noi-san-bay-cau-rong-thong-bai-tam-my-khe-son-tra-r258066,Nhà mặt phố,6.2,95.0,"Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng,,,,,"TÌM KHÔNG RA CĂN THỨ HAI, SIÊU RẺ, SÁT CẦU RỒNG, SÂN BAY, THÔNG BÃI TẮM MỸ KHÊ SƠN TRÀ.
‼️ Nhà phố, đẹp cách MT 60m Nguyễn Văn Linh , Hải Châu. 
‼️ 7 x 14m2 2 Tầng,  có pn dưới 〽️ chỉ 6,x tỷ thương lượng. 
PHONE ; 0981326539 gặp Công cô đơn xem nhà.",6.0,6.0,,,2.0,2.0,163,16.059935099999997,108.2202354299364,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-30 15:56:45,"Hiếm có Ngang 6m, Bán nhà hẻm 42 Hoàng Hoa Thám Bình Thạnh, 7 tỷ 400 TL",https://batdongsan.vn/hiem-co-ngang-6m-ban-nha-hem-42-hoang-hoa-tham-binh-thanh-7-ty-400-tl-r258065,Nhà riêng,7.4,60.0,"Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,3.0,3.0,,,"Hiếm có Ngang 6m, Bán nhà hẻm 42 Hoàng Hoa Thám Bình Thạnh, 7 tỷ 400 TL

????Ts: VIC61022_194
☎️Gọi ngay 0901248068(zalo,viber) 24/7
————————-
+Kết cấu: TRỆT 2 LẦU ,3PN, 3WC, p thờ, bếp, ban công cửa sổ sân thượng trước thoáng mát.
+Gần quận 1, Phú Nhuận, giao thông thuận lợi đi Lê Quang Định, Nơ Trang Long, Bạch Đằng.
+Pháp lý chuẩn, công chứng ngay.",7.4,7.4,3.0,3.0,3.0,,163,10.8041602,106.5878711,False,True,True,True,1722.7962824725191,4399.887452204575,292.4359441360465,208.21706936472089
2022-12-30 15:37:15,"[Ngọc 0908339722] Nhà Ngọc Trinh đón tết 2 tầng HXH 5m, 50m2, Nguyễn Văn Khối, SHR. Giá 5,5tỷ",https://batdongsan.vn/ngoc-0908339722-nha-ngoc-trinh-don-tet-2-tang-hxh-5m-50m2-nguyen-van-khoi-shr-gia-55ty-r258063,Nhà riêng,5.0,50.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,3.0,3.0,,,"+Ngang 3,5m Dài 14,5m
+3 phòng ngủ khép kín, toilet riêng.
+Đường thông ra Thống Nhất, vị trí nhà gần trường mần non, trường cấp 1,2
+Di chuyển đến siêu thị CoopMart và bệnh viện Hồng Đức dễ dàng
+Pháp lý nhà chuẩn, Sổ hồng riêng, sẵn sàng công chứng ngay.
+Alo Ngọc xem nhà ngay, thương lượng ngay",5.5,,,3.0,2.0,2.0,163,10.8440568,106.6403038,False,False,True,False,2434.584050781077,0.0,114.37533151071365,0.0
